text,label
"Using big data, scientists can predict disease outbreaks early.",ai
We took a scenic drive through the mountains last fall.,human
The weather forecast predicts rain and cooler temperatures this weekend.,human
He enjoys woodworking in his free time and often makes furniture.,human
The concert was canceled due to unexpected weather conditions.,human
The local bakery is known for its delicious sourdough bread.,human
The movie featured a compelling storyline and excellent performances.,human
The lecture on quantum mechanics was hard to follow but fascinating.,human
Renewable energy sources are crucial in fighting climate change.,ai
The concert was canceled due to unexpected weather conditions.,human
Renewable energy sources are crucial in fighting climate change.,ai
Smart homes improve energy efficiency and user convenience.,ai
Smart homes improve energy efficiency and user convenience.,ai
The weather forecast predicts rain and cooler temperatures this weekend.,human
Renewable energy sources are crucial in fighting climate change.,ai
Artificial intelligence is transforming the healthcare industry.,ai
AI chatbots help businesses improve customer support experiences.,ai
Volunteering at the animal shelter was a rewarding experience.,human
He enjoys woodworking in his free time and often makes furniture.,human
He enjoys woodworking in his free time and often makes furniture.,human
The lecture on quantum mechanics was hard to follow but fascinating.,human
Volunteering at the animal shelter was a rewarding experience.,human
Cloud computing allows companies to scale faster and cheaper.,ai
Self-driving cars are being tested in several urban cities.,ai
Natural language processing powers modern voice assistants.,ai
AI chatbots help businesses improve customer support experiences.,ai
Smart homes improve energy efficiency and user convenience.,ai
Natural language processing powers modern voice assistants.,ai
He enjoys woodworking in his free time and often makes furniture.,human
The local bakery is known for its delicious sourdough bread.,human
The concert was canceled due to unexpected weather conditions.,human
Renewable energy sources are crucial in fighting climate change.,ai
Natural language processing powers modern voice assistants.,ai
The local bakery is known for its delicious sourdough bread.,human
Self-driving cars are being tested in several urban cities.,ai
Blockchain can provide secure and transparent financial transactions.,ai
The lecture on quantum mechanics was hard to follow but fascinating.,human
Volunteering at the animal shelter was a rewarding experience.,human
Cloud computing allows companies to scale faster and cheaper.,ai
"Using big data, scientists can predict disease outbreaks early.",ai
The concert was canceled due to unexpected weather conditions.,human
She practices yoga every morning to stay focused and calm.,human
She prefers reading historical novels over science fiction.,human
The concert was canceled due to unexpected weather conditions.,human
She prefers reading historical novels over science fiction.,human
The local bakery is known for its delicious sourdough bread.,human
The local bakery is known for its delicious sourdough bread.,human
Blockchain can provide secure and transparent financial transactions.,ai
The concert was canceled due to unexpected weather conditions.,human
The concert was canceled due to unexpected weather conditions.,human
We took a scenic drive through the mountains last fall.,human
Machine learning models can now detect cancer from X-rays.,ai
"Using big data, scientists can predict disease outbreaks early.",ai
The concert was canceled due to unexpected weather conditions.,human
Natural language processing powers modern voice assistants.,ai
Natural language processing powers modern voice assistants.,ai
Self-driving cars are being tested in several urban cities.,ai
"Using big data, scientists can predict disease outbreaks early.",ai
The lecture on quantum mechanics was hard to follow but fascinating.,human
Artificial intelligence is transforming the healthcare industry.,ai
Cloud computing allows companies to scale faster and cheaper.,ai
Artificial intelligence is transforming the healthcare industry.,ai
The concert was canceled due to unexpected weather conditions.,human
The concert was canceled due to unexpected weather conditions.,human
Blockchain can provide secure and transparent financial transactions.,ai
Renewable energy sources are crucial in fighting climate change.,ai
We took a scenic drive through the mountains last fall.,human
Blockchain can provide secure and transparent financial transactions.,ai
The local bakery is known for its delicious sourdough bread.,human
Volunteering at the animal shelter was a rewarding experience.,human
The lecture on quantum mechanics was hard to follow but fascinating.,human
Artificial intelligence is transforming the healthcare industry.,ai
The local bakery is known for its delicious sourdough bread.,human
Volunteering at the animal shelter was a rewarding experience.,human
Artificial intelligence is transforming the healthcare industry.,ai
Natural language processing powers modern voice assistants.,ai
The concert was canceled due to unexpected weather conditions.,human
Blockchain can provide secure and transparent financial transactions.,ai
Renewable energy sources are crucial in fighting climate change.,ai
Volunteering at the animal shelter was a rewarding experience.,human
She prefers reading historical novels over science fiction.,human
Self-driving cars are being tested in several urban cities.,ai
Blockchain can provide secure and transparent financial transactions.,ai
The weather forecast predicts rain and cooler temperatures this weekend.,human
Blockchain can provide secure and transparent financial transactions.,ai
The concert was canceled due to unexpected weather conditions.,human
The lecture on quantum mechanics was hard to follow but fascinating.,human
Machine learning models can now detect cancer from X-rays.,ai
Blockchain can provide secure and transparent financial transactions.,ai
Machine learning models can now detect cancer from X-rays.,ai
Renewable energy sources are crucial in fighting climate change.,ai
Blockchain can provide secure and transparent financial transactions.,ai
Machine learning models can now detect cancer from X-rays.,ai
Renewable energy sources are crucial in fighting climate change.,ai
The weather forecast predicts rain and cooler temperatures this weekend.,human
She practices yoga every morning to stay focused and calm.,human
Renewable energy sources are crucial in fighting climate change.,ai
The lecture on quantum mechanics was hard to follow but fascinating.,human
Smart homes improve energy efficiency and user convenience.,ai
AI chatbots help businesses improve customer support experiences.,ai
Artificial intelligence is transforming the healthcare industry.,ai
Renewable energy sources are crucial in fighting climate change.,ai
The lecture on quantum mechanics was hard to follow but fascinating.,human
We took a scenic drive through the mountains last fall.,human
The movie featured a compelling storyline and excellent performances.,human
Artificial intelligence is transforming the healthcare industry.,ai
She prefers reading historical novels over science fiction.,human
Artificial intelligence is transforming the healthcare industry.,ai
Self-driving cars are being tested in several urban cities.,ai
The movie featured a compelling storyline and excellent performances.,human
Blockchain can provide secure and transparent financial transactions.,ai
She prefers reading historical novels over science fiction.,human
She prefers reading historical novels over science fiction.,human
The weather forecast predicts rain and cooler temperatures this weekend.,human
Smart homes improve energy efficiency and user convenience.,ai
He enjoys woodworking in his free time and often makes furniture.,human
The weather forecast predicts rain and cooler temperatures this weekend.,human
The movie featured a compelling storyline and excellent performances.,human
Artificial intelligence is transforming the healthcare industry.,ai
She prefers reading historical novels over science fiction.,human
Blockchain can provide secure and transparent financial transactions.,ai
Cloud computing allows companies to scale faster and cheaper.,ai
Blockchain can provide secure and transparent financial transactions.,ai
Natural language processing powers modern voice assistants.,ai
Renewable energy sources are crucial in fighting climate change.,ai
"Using big data, scientists can predict disease outbreaks early.",ai
Blockchain can provide secure and transparent financial transactions.,ai
Artificial intelligence is transforming the healthcare industry.,ai
She practices yoga every morning to stay focused and calm.,human
Renewable energy sources are crucial in fighting climate change.,ai
Volunteering at the animal shelter was a rewarding experience.,human
The local bakery is known for its delicious sourdough bread.,human
The movie featured a compelling storyline and excellent performances.,human
He enjoys woodworking in his free time and often makes furniture.,human
Volunteering at the animal shelter was a rewarding experience.,human
Natural language processing powers modern voice assistants.,ai
The concert was canceled due to unexpected weather conditions.,human
She prefers reading historical novels over science fiction.,human
Machine learning models can now detect cancer from X-rays.,ai
Self-driving cars are being tested in several urban cities.,ai
The concert was canceled due to unexpected weather conditions.,human
The weather forecast predicts rain and cooler temperatures this weekend.,human
The lecture on quantum mechanics was hard to follow but fascinating.,human
He enjoys woodworking in his free time and often makes furniture.,human
Artificial intelligence is transforming the healthcare industry.,ai
The local bakery is known for its delicious sourdough bread.,human
Blockchain can provide secure and transparent financial transactions.,ai
"Using big data, scientists can predict disease outbreaks early.",ai
Blockchain can provide secure and transparent financial transactions.,ai
She prefers reading historical novels over science fiction.,human
Self-driving cars are being tested in several urban cities.,ai
Artificial intelligence is transforming the healthcare industry.,ai
We took a scenic drive through the mountains last fall.,human
Cloud computing allows companies to scale faster and cheaper.,ai
Self-driving cars are being tested in several urban cities.,ai
Blockchain can provide secure and transparent financial transactions.,ai
The concert was canceled due to unexpected weather conditions.,human
Smart homes improve energy efficiency and user convenience.,ai
The local bakery is known for its delicious sourdough bread.,human
Cloud computing allows companies to scale faster and cheaper.,ai
The lecture on quantum mechanics was hard to follow but fascinating.,human
Self-driving cars are being tested in several urban cities.,ai
She prefers reading historical novels over science fiction.,human
The movie featured a compelling storyline and excellent performances.,human
He enjoys woodworking in his free time and often makes furniture.,human
Machine learning models can now detect cancer from X-rays.,ai
The lecture on quantum mechanics was hard to follow but fascinating.,human
Cloud computing allows companies to scale faster and cheaper.,ai
Renewable energy sources are crucial in fighting climate change.,ai
He enjoys woodworking in his free time and often makes furniture.,human
The lecture on quantum mechanics was hard to follow but fascinating.,human
Smart homes improve energy efficiency and user convenience.,ai
"Using big data, scientists can predict disease outbreaks early.",ai
Natural language processing powers modern voice assistants.,ai
Machine learning models can now detect cancer from X-rays.,ai
The movie featured a compelling storyline and excellent performances.,human
Blockchain can provide secure and transparent financial transactions.,ai
The local bakery is known for its delicious sourdough bread.,human
Artificial intelligence is transforming the healthcare industry.,ai
The movie featured a compelling storyline and excellent performances.,human
Machine learning models can now detect cancer from X-rays.,ai
He enjoys woodworking in his free time and often makes furniture.,human
AI chatbots help businesses improve customer support experiences.,ai
She practices yoga every morning to stay focused and calm.,human
Machine learning models can now detect cancer from X-rays.,ai
Blockchain can provide secure and transparent financial transactions.,ai
He enjoys woodworking in his free time and often makes furniture.,human
Self-driving cars are being tested in several urban cities.,ai
The movie featured a compelling storyline and excellent performances.,human
The local bakery is known for its delicious sourdough bread.,human
AI chatbots help businesses improve customer support experiences.,ai
The local bakery is known for its delicious sourdough bread.,human
Smart homes improve energy efficiency and user convenience.,ai
The movie featured a compelling storyline and excellent performances.,human
The weather forecast predicts rain and cooler temperatures this weekend.,human
We took a scenic drive through the mountains last fall.,human
Volunteering at the animal shelter was a rewarding experience.,human
AI chatbots help businesses improve customer support experiences.,ai
Machine learning models can now detect cancer from X-rays.,ai
She prefers reading historical novels over science fiction.,human
Machine learning models can now detect cancer from X-rays.,ai
Blockchain can provide secure and transparent financial transactions.,ai
The local bakery is known for its delicious sourdough bread.,human
The weather forecast predicts rain and cooler temperatures this weekend.,human
"Using big data, scientists can predict disease outbreaks early.",ai
Cloud computing allows companies to scale faster and cheaper.,ai
Machine learning models can now detect cancer from X-rays.,ai
Machine learning models can now detect cancer from X-rays.,ai
The movie featured a compelling storyline and excellent performances.,human
Smart homes improve energy efficiency and user convenience.,ai
The weather forecast predicts rain and cooler temperatures this weekend.,human
We took a scenic drive through the mountains last fall.,human
Cloud computing allows companies to scale faster and cheaper.,ai
The weather forecast predicts rain and cooler temperatures this weekend.,human
Blockchain can provide secure and transparent financial transactions.,ai
We took a scenic drive through the mountains last fall.,human
She practices yoga every morning to stay focused and calm.,human
AI chatbots help businesses improve customer support experiences.,ai
She practices yoga every morning to stay focused and calm.,human
The local bakery is known for its delicious sourdough bread.,human
Artificial intelligence is transforming the healthcare industry.,ai
Cloud computing allows companies to scale faster and cheaper.,ai
AI chatbots help businesses improve customer support experiences.,ai
Self-driving cars are being tested in several urban cities.,ai
AI chatbots help businesses improve customer support experiences.,ai
We took a scenic drive through the mountains last fall.,human
The movie featured a compelling storyline and excellent performances.,human
The local bakery is known for its delicious sourdough bread.,human
The concert was canceled due to unexpected weather conditions.,human
Smart homes improve energy efficiency and user convenience.,ai
AI chatbots help businesses improve customer support experiences.,ai
Self-driving cars are being tested in several urban cities.,ai
The concert was canceled due to unexpected weather conditions.,human
"Using big data, scientists can predict disease outbreaks early.",ai
Smart homes improve energy efficiency and user convenience.,ai
She prefers reading historical novels over science fiction.,human
Natural language processing powers modern voice assistants.,ai
The lecture on quantum mechanics was hard to follow but fascinating.,human
The weather forecast predicts rain and cooler temperatures this weekend.,human
Smart homes improve energy efficiency and user convenience.,ai
Artificial intelligence is transforming the healthcare industry.,ai
The movie featured a compelling storyline and excellent performances.,human
She practices yoga every morning to stay focused and calm.,human
He enjoys woodworking in his free time and often makes furniture.,human
The lecture on quantum mechanics was hard to follow but fascinating.,human
The movie featured a compelling storyline and excellent performances.,human
Natural language processing powers modern voice assistants.,ai
The movie featured a compelling storyline and excellent performances.,human
The weather forecast predicts rain and cooler temperatures this weekend.,human
Natural language processing powers modern voice assistants.,ai
The local bakery is known for its delicious sourdough bread.,human
AI chatbots help businesses improve customer support experiences.,ai
The lecture on quantum mechanics was hard to follow but fascinating.,human
Machine learning models can now detect cancer from X-rays.,ai
Smart homes improve energy efficiency and user convenience.,ai
Smart homes improve energy efficiency and user convenience.,ai
Smart homes improve energy efficiency and user convenience.,ai
"Using big data, scientists can predict disease outbreaks early.",ai
The lecture on quantum mechanics was hard to follow but fascinating.,human
We took a scenic drive through the mountains last fall.,human
Natural language processing powers modern voice assistants.,ai
Cloud computing allows companies to scale faster and cheaper.,ai
"Using big data, scientists can predict disease outbreaks early.",ai
She prefers reading historical novels over science fiction.,human
Smart homes improve energy efficiency and user convenience.,ai
The movie featured a compelling storyline and excellent performances.,human
"Using big data, scientists can predict disease outbreaks early.",ai
AI chatbots help businesses improve customer support experiences.,ai
She practices yoga every morning to stay focused and calm.,human
She prefers reading historical novels over science fiction.,human
The lecture on quantum mechanics was hard to follow but fascinating.,human
The lecture on quantum mechanics was hard to follow but fascinating.,human
Smart homes improve energy efficiency and user convenience.,ai
Blockchain can provide secure and transparent financial transactions.,ai
She practices yoga every morning to stay focused and calm.,human
Cloud computing allows companies to scale faster and cheaper.,ai
The local bakery is known for its delicious sourdough bread.,human
Blockchain can provide secure and transparent financial transactions.,ai
Self-driving cars are being tested in several urban cities.,ai
Machine learning models can now detect cancer from X-rays.,ai
We took a scenic drive through the mountains last fall.,human
The concert was canceled due to unexpected weather conditions.,human
He enjoys woodworking in his free time and often makes furniture.,human
She practices yoga every morning to stay focused and calm.,human
She prefers reading historical novels over science fiction.,human
Self-driving cars are being tested in several urban cities.,ai
